ValoresRms,Tempo
1.5641501892452756,01/05/2020 19:14:21.780
1.4219749707064704,01/05/2020 19:14:22.280
1.1654978799884659,01/05/2020 19:14:22.780
1.6594957315885757,01/05/2020 19:14:23.280
1.32194813959907,01/05/2020 19:14:23.780
1.0173167175063487,01/05/2020 19:14:24.280
1.6964712764819279,01/05/2020 19:14:24.780
1.3316723635833414,01/05/2020 19:14:25.280
1.8073740609322893,01/05/2020 19:14:25.780
1.4444404013997367,01/05/2020 19:14:26.280
1.096214667089689,01/05/2020 19:14:26.780
1.0236099765677604,01/05/2020 19:14:27.280
1.6611131316082364,01/05/2020 19:14:27.780
1.0214008682616078,01/05/2020 19:14:28.280
1.1611911950869147,01/05/2020 19:14:28.780
1.9430406373250309,01/05/2020 19:14:29.280
1.2876724562202062,01/05/2020 19:14:29.780
1.246619937707432,01/05/2020 19:14:30.280
1.7259338917878766,01/05/2020 19:14:30.780
1.9390817710403783,01/05/2020 19:14:31.280
1.3386846705488806,01/05/2020 19:14:31.780
1.2484509133315906,01/05/2020 19:14:32.280
1.931875345344113,01/05/2020 19:14:32.780
1.058393528396207,01/05/2020 19:14:33.280
1.0073527475553694,01/05/2020 19:14:33.780
1.8196731781098368,01/05/2020 19:14:34.280
1.9453721412262066,01/05/2020 19:14:34.780
1.376573511118206,01/05/2020 19:14:35.280
1.7747312015808587,01/05/2020 19:14:35.780
1.3175881062516308,01/05/2020 19:14:36.280
1.62128290640354,01/05/2020 19:14:36.780
1.939672310024087,01/05/2020 19:14:37.280
1.8890136124448937,01/05/2020 19:14:37.780
1.1428468163848606,01/05/2020 19:14:38.280
1.5641501892452756,01/05/2020 19:14:21.780
1.4219749707064704,01/05/2020 19:14:22.280
1.1654978799884659,01/05/2020 19:14:22.780
1.6594957315885757,01/05/2020 19:14:23.280
1.32194813959907,01/05/2020 19:14:23.780
1.0173167175063487,01/05/2020 19:14:24.280
1.6964712764819279,01/05/2020 19:14:24.780
1.3316723635833414,01/05/2020 19:14:25.280
1.8073740609322893,01/05/2020 19:14:25.780
1.4444404013997367,01/05/2020 19:14:26.280
1.096214667089689,01/05/2020 19:14:26.780
1.0236099765677604,01/05/2020 19:14:27.280
1.6611131316082364,01/05/2020 19:14:27.780
1.0214008682616078,01/05/2020 19:14:28.280
1.1611911950869147,01/05/2020 19:14:28.780
1.9430406373250309,01/05/2020 19:14:29.280
1.2876724562202062,01/05/2020 19:14:29.780
1.246619937707432,01/05/2020 19:14:30.280
1.7259338917878766,01/05/2020 19:14:30.780
1.9390817710403783,01/05/2020 19:14:31.280
1.3386846705488806,01/05/2020 19:14:31.780
1.2484509133315906,01/05/2020 19:14:32.280
1.931875345344113,01/05/2020 19:14:32.780
1.058393528396207,01/05/2020 19:14:33.280
1.0073527475553694,01/05/2020 19:14:33.780
1.8196731781098368,01/05/2020 19:14:34.280
1.9453721412262066,01/05/2020 19:14:34.780
1.376573511118206,01/05/2020 19:14:35.280
1.7747312015808587,01/05/2020 19:14:35.780
1.3175881062516308,01/05/2020 19:14:36.280
1.62128290640354,01/05/2020 19:14:36.780
1.939672310024087,01/05/2020 19:14:37.280
1.8890136124448937,01/05/2020 19:14:37.780
1.1428468163848606,01/05/2020 19:14:38.280
