ValoresRms,Tempo
0.125,12/05/2020 19:27:15.966
0.066,12/05/2020 19:27:16.466
0.051,12/05/2020 19:27:16.966
0.038,12/05/2020 19:27:17.466
0.055,12/05/2020 19:27:17.966
0.054,12/05/2020 19:27:18.466
0.078,12/05/2020 19:27:18.966
0.076,12/05/2020 19:27:19.466
0.084,12/05/2020 19:27:19.966
0.083,12/05/2020 19:27:20.466
0.067,12/05/2020 19:27:20.966
0.094,12/05/2020 19:27:21.466
0.097,12/05/2020 19:27:21.966
0.087,12/05/2020 19:27:22.466
0.091,12/05/2020 19:27:22.966
0.087,12/05/2020 19:27:23.466
0.091,12/05/2020 19:27:23.966
0.071,12/05/2020 19:27:24.466
0.088,12/05/2020 19:27:24.966
0.094,12/05/2020 19:27:25.466
0.096,12/05/2020 19:27:25.966
0.086,12/05/2020 19:27:26.466
0.090,12/05/2020 19:27:26.966
0.094,12/05/2020 19:27:27.466
0.087,12/05/2020 19:27:27.966
0.092,12/05/2020 19:27:28.466
0.089,12/05/2020 19:27:28.966
0.091,12/05/2020 19:27:29.466
0.068,12/05/2020 19:27:29.966
0.093,12/05/2020 19:27:30.466
0.088,12/05/2020 19:27:30.966
0.090,12/05/2020 19:27:31.466
0.086,12/05/2020 19:27:31.966
0.085,12/05/2020 19:27:32.466
0.088,12/05/2020 19:27:32.966
0.091,12/05/2020 19:27:33.466
0.094,12/05/2020 19:27:33.966
0.095,12/05/2020 19:27:34.466
0.082,12/05/2020 19:27:34.966
0.083,12/05/2020 19:27:35.466
0.086,12/05/2020 19:27:35.966
0.090,12/05/2020 19:27:36.466
0.094,12/05/2020 19:27:36.966
0.092,12/05/2020 19:27:37.466
0.090,12/05/2020 19:27:37.966
0.101,12/05/2020 19:27:38.466
0.089,12/05/2020 19:27:38.966
0.090,12/05/2020 19:27:39.466
0.088,12/05/2020 19:27:39.966
0.093,12/05/2020 19:27:40.466
0.093,12/05/2020 19:27:40.966
0.094,12/05/2020 19:27:41.466
0.090,12/05/2020 19:27:41.966
0.088,12/05/2020 19:27:42.466
0.090,12/05/2020 19:27:42.966
0.094,12/05/2020 19:27:43.466
0.084,12/05/2020 19:27:43.966
0.090,12/05/2020 19:27:44.466
0.092,12/05/2020 19:27:44.966
0.088,12/05/2020 19:27:45.466
0.092,12/05/2020 19:27:45.966
0.089,12/05/2020 19:27:46.466
0.096,12/05/2020 19:27:46.966
0.093,12/05/2020 19:27:47.466
0.088,12/05/2020 19:27:47.966
0.080,12/05/2020 19:27:48.466
0.088,12/05/2020 19:27:48.966
0.086,12/05/2020 19:27:49.466
0.089,12/05/2020 19:27:49.966
0.089,12/05/2020 19:27:50.466
0.093,12/05/2020 19:27:50.966
0.090,12/05/2020 19:27:51.466
0.098,12/05/2020 19:27:51.966
0.094,12/05/2020 19:27:52.466
0.085,12/05/2020 19:27:52.966
0.098,12/05/2020 19:27:53.466
0.085,12/05/2020 19:27:53.966
0.090,12/05/2020 19:27:54.466
0.069,12/05/2020 19:27:54.966
0.095,12/05/2020 19:27:55.466
0.089,12/05/2020 19:27:55.966
0.084,12/05/2020 19:27:56.466
0.069,12/05/2020 19:27:56.966
0.093,12/05/2020 19:27:57.466
0.095,12/05/2020 19:27:57.966
0.088,12/05/2020 19:27:58.466
0.097,12/05/2020 19:27:58.966
0.092,12/05/2020 19:27:59.466
