ValoresRms,Tempo
0.103,12/05/2020 17:37:15.833
0.110,12/05/2020 17:37:16.333
0.094,12/05/2020 17:37:16.833
0.091,12/05/2020 17:37:17.333
0.092,12/05/2020 17:37:17.833
0.092,12/05/2020 17:37:18.333
0.097,12/05/2020 17:37:18.833
0.097,12/05/2020 17:37:19.333
0.106,12/05/2020 17:37:19.833
0.076,12/05/2020 17:37:20.333
0.096,12/05/2020 17:37:20.833
0.092,12/05/2020 17:37:21.333
0.092,12/05/2020 17:37:21.833
0.097,12/05/2020 17:37:22.333
0.099,12/05/2020 17:37:22.833
0.096,12/05/2020 17:37:23.333
0.094,12/05/2020 17:37:23.833
0.101,12/05/2020 17:37:24.333
0.098,12/05/2020 17:37:24.833
0.101,12/05/2020 17:37:25.333
0.092,12/05/2020 17:37:25.833
0.098,12/05/2020 17:37:26.333
0.101,12/05/2020 17:37:26.833
0.103,12/05/2020 17:37:27.333
0.101,12/05/2020 17:37:27.833
0.099,12/05/2020 17:37:28.333
0.097,12/05/2020 17:37:28.833
0.095,12/05/2020 17:37:29.333
0.091,12/05/2020 17:37:29.833
0.097,12/05/2020 17:37:30.333
0.088,12/05/2020 17:37:30.833
0.091,12/05/2020 17:37:31.333
0.098,12/05/2020 17:37:31.833
0.097,12/05/2020 17:37:32.333
0.098,12/05/2020 17:37:32.833
0.103,12/05/2020 17:37:33.333
0.097,12/05/2020 17:37:33.833
0.086,12/05/2020 17:37:34.333
0.091,12/05/2020 17:37:34.833
0.091,12/05/2020 17:37:35.333
0.103,12/05/2020 17:37:35.833
0.089,12/05/2020 17:37:36.333
0.092,12/05/2020 17:37:36.833
0.090,12/05/2020 17:37:37.333
0.098,12/05/2020 17:37:37.833
0.093,12/05/2020 17:37:38.333
0.100,12/05/2020 17:37:38.833
0.093,12/05/2020 17:37:39.333
0.101,12/05/2020 17:37:39.833
0.094,12/05/2020 17:37:40.333
0.073,12/05/2020 17:37:40.833
0.107,12/05/2020 17:37:41.333
0.102,12/05/2020 17:37:41.833
0.097,12/05/2020 17:37:42.333
0.091,12/05/2020 17:37:42.833
0.096,12/05/2020 17:37:43.333
0.093,12/05/2020 17:37:43.833
0.105,12/05/2020 17:37:44.333
0.099,12/05/2020 17:37:44.833
0.096,12/05/2020 17:37:45.333
0.098,12/05/2020 17:37:45.833
0.102,12/05/2020 17:37:46.333
0.083,12/05/2020 17:37:46.833
0.099,12/05/2020 17:37:47.333
0.102,12/05/2020 17:37:47.833
0.105,12/05/2020 17:37:48.333
0.108,12/05/2020 17:37:48.833
0.093,12/05/2020 17:37:49.333
0.101,12/05/2020 17:37:49.833
0.102,12/05/2020 17:37:50.333
0.108,12/05/2020 17:37:50.833
0.096,12/05/2020 17:37:51.333
0.101,12/05/2020 17:37:51.833
0.097,12/05/2020 17:37:52.333
0.095,12/05/2020 17:37:52.833
0.096,12/05/2020 17:37:53.333
0.098,12/05/2020 17:37:53.833
0.098,12/05/2020 17:37:54.333
0.096,12/05/2020 17:37:54.833
0.098,12/05/2020 17:37:55.333
0.098,12/05/2020 17:37:55.833
0.094,12/05/2020 17:37:56.333
0.090,12/05/2020 17:37:56.833
0.091,12/05/2020 17:37:57.333
0.093,12/05/2020 17:37:57.833
0.097,12/05/2020 17:37:58.333
0.088,12/05/2020 17:37:58.833
0.102,12/05/2020 17:37:59.333
0.093,12/05/2020 17:37:59.833
0.095,12/05/2020 17:38:00.333
0.092,12/05/2020 17:38:00.833
0.093,12/05/2020 17:38:01.333
0.093,12/05/2020 17:38:01.833
0.099,12/05/2020 17:38:02.333
0.102,12/05/2020 17:38:02.833
0.100,12/05/2020 17:38:03.333
0.088,12/05/2020 17:38:03.833
0.095,12/05/2020 17:38:04.333
0.101,12/05/2020 17:38:04.833
0.096,12/05/2020 17:38:05.333
0.098,12/05/2020 17:38:05.833
0.095,12/05/2020 17:38:06.333
0.101,12/05/2020 17:38:06.833
0.099,12/05/2020 17:38:07.333
0.104,12/05/2020 17:38:07.833
0.089,12/05/2020 17:38:08.333
0.101,12/05/2020 17:38:08.833
0.107,12/05/2020 17:38:09.333
0.098,12/05/2020 17:38:09.833
0.098,12/05/2020 17:38:10.333
0.099,12/05/2020 17:38:10.833
0.105,12/05/2020 17:38:11.333
0.108,12/05/2020 17:38:11.833
0.093,12/05/2020 17:38:12.333
0.089,12/05/2020 17:38:12.833
0.098,12/05/2020 17:38:13.333
0.098,12/05/2020 17:38:13.833
0.103,12/05/2020 17:38:14.333
0.093,12/05/2020 17:38:14.833
0.100,12/05/2020 17:38:15.333
0.100,12/05/2020 17:38:15.833
0.103,12/05/2020 17:38:16.333
0.095,12/05/2020 17:38:16.833
0.093,12/05/2020 17:38:17.333
0.101,12/05/2020 17:38:17.833
0.095,12/05/2020 17:38:18.333
0.102,12/05/2020 17:38:18.833
0.093,12/05/2020 17:38:19.333
0.095,12/05/2020 17:38:19.833
0.102,12/05/2020 17:38:20.333
0.091,12/05/2020 17:38:20.833
0.094,12/05/2020 17:38:21.333
0.097,12/05/2020 17:38:21.833
0.099,12/05/2020 17:38:22.333
0.105,12/05/2020 17:38:22.833
0.101,12/05/2020 17:38:23.333
0.104,12/05/2020 17:38:23.833
0.101,12/05/2020 17:38:24.333
0.104,12/05/2020 17:38:24.833
0.088,12/05/2020 17:38:25.333
0.104,12/05/2020 17:38:25.833
0.101,12/05/2020 17:38:26.333
0.100,12/05/2020 17:38:26.833
0.095,12/05/2020 17:38:27.333
0.091,12/05/2020 17:38:27.833
0.115,12/05/2020 17:38:28.333
0.094,12/05/2020 17:38:28.833
0.092,12/05/2020 17:38:29.333
0.085,12/05/2020 17:38:29.833
0.099,12/05/2020 17:38:30.333
0.094,12/05/2020 17:38:30.833
0.097,12/05/2020 17:38:31.333
0.096,12/05/2020 17:38:31.833
0.094,12/05/2020 17:38:32.333
0.093,12/05/2020 17:38:32.833
0.090,12/05/2020 17:38:33.333
0.084,12/05/2020 17:38:33.833
0.095,12/05/2020 17:38:34.333
0.101,12/05/2020 17:38:34.833
0.097,12/05/2020 17:38:35.333
0.099,12/05/2020 17:38:35.833
0.092,12/05/2020 17:38:36.333
0.098,12/05/2020 17:38:36.833
0.085,12/05/2020 17:38:37.333
0.095,12/05/2020 17:38:37.833
0.098,12/05/2020 17:38:38.333
0.093,12/05/2020 17:38:38.833
0.105,12/05/2020 17:38:39.333
0.091,12/05/2020 17:38:39.833
0.098,12/05/2020 17:38:40.333
0.101,12/05/2020 17:38:40.833
0.092,12/05/2020 17:38:41.333
0.093,12/05/2020 17:38:41.833
0.082,12/05/2020 17:38:42.333
0.089,12/05/2020 17:38:42.833
0.100,12/05/2020 17:38:43.333
0.101,12/05/2020 17:38:43.833
0.094,12/05/2020 17:38:44.333
0.095,12/05/2020 17:38:44.833
0.093,12/05/2020 17:38:45.333
0.105,12/05/2020 17:38:45.833
0.094,12/05/2020 17:38:46.333
0.090,12/05/2020 17:38:46.833
0.095,12/05/2020 17:38:47.333
0.092,12/05/2020 17:38:47.833
0.090,12/05/2020 17:38:48.333
0.092,12/05/2020 17:38:48.833
0.102,12/05/2020 17:38:49.333
0.094,12/05/2020 17:38:49.833
0.098,12/05/2020 17:38:50.333
0.090,12/05/2020 17:38:50.833
0.086,12/05/2020 17:38:51.333
0.092,12/05/2020 17:38:51.833
0.093,12/05/2020 17:38:52.333
0.086,12/05/2020 17:38:52.833
0.090,12/05/2020 17:38:53.333
0.093,12/05/2020 17:38:53.833
0.097,12/05/2020 17:38:54.333
0.099,12/05/2020 17:38:54.833
0.084,12/05/2020 17:38:55.333
0.093,12/05/2020 17:38:55.833
0.094,12/05/2020 17:38:56.333
0.098,12/05/2020 17:38:56.833
0.090,12/05/2020 17:38:57.333
0.088,12/05/2020 17:38:57.833
0.092,12/05/2020 17:38:58.333
0.093,12/05/2020 17:38:58.833
0.083,12/05/2020 17:38:59.333
0.099,12/05/2020 17:38:59.833
0.089,12/05/2020 17:39:00.333
0.088,12/05/2020 17:39:00.833
0.087,12/05/2020 17:39:01.333
0.088,12/05/2020 17:39:01.833
0.093,12/05/2020 17:39:02.333
0.100,12/05/2020 17:39:02.833
0.098,12/05/2020 17:39:03.333
0.095,12/05/2020 17:39:03.833
0.091,12/05/2020 17:39:04.333
0.093,12/05/2020 17:39:04.833
0.092,12/05/2020 17:39:05.333
0.097,12/05/2020 17:39:05.833
0.094,12/05/2020 17:39:06.333
0.102,12/05/2020 17:39:06.833
0.100,12/05/2020 17:39:07.333
0.098,12/05/2020 17:39:07.833
0.088,12/05/2020 17:39:08.333
0.100,12/05/2020 17:39:08.833
0.091,12/05/2020 17:39:09.333
0.099,12/05/2020 17:39:09.833
0.103,12/05/2020 17:39:10.333
0.095,12/05/2020 17:39:10.833
0.076,12/05/2020 17:39:11.333
0.101,12/05/2020 17:39:11.833
0.090,12/05/2020 17:39:12.333
0.101,12/05/2020 17:39:12.833
0.091,12/05/2020 17:39:13.333
0.096,12/05/2020 17:39:13.833
0.097,12/05/2020 17:39:14.333
0.094,12/05/2020 17:39:14.833
0.095,12/05/2020 17:39:15.333
0.096,12/05/2020 17:39:15.833
0.077,12/05/2020 17:39:16.333
0.090,12/05/2020 17:39:16.833
0.095,12/05/2020 17:39:17.333
0.088,12/05/2020 17:39:17.833
0.087,12/05/2020 17:39:18.333
0.099,12/05/2020 17:39:18.833
0.097,12/05/2020 17:39:19.333
0.098,12/05/2020 17:39:19.833
0.105,12/05/2020 17:39:20.333
0.089,12/05/2020 17:39:20.833
0.101,12/05/2020 17:39:21.333
0.096,12/05/2020 17:39:21.833
0.093,12/05/2020 17:39:22.333
0.074,12/05/2020 17:39:22.833
0.088,12/05/2020 17:39:23.333
0.097,12/05/2020 17:39:23.833
0.097,12/05/2020 17:39:24.333
0.094,12/05/2020 17:39:24.833
0.086,12/05/2020 17:39:25.333
0.099,12/05/2020 17:39:25.833
0.096,12/05/2020 17:39:26.333
0.097,12/05/2020 17:39:26.833
0.095,12/05/2020 17:39:27.333
0.104,12/05/2020 17:39:27.833
0.105,12/05/2020 17:39:28.333
0.104,12/05/2020 17:39:28.833
0.099,12/05/2020 17:39:29.333
0.101,12/05/2020 17:39:29.833
0.099,12/05/2020 17:39:30.333
0.090,12/05/2020 17:39:30.833
0.089,12/05/2020 17:39:31.333
0.091,12/05/2020 17:39:31.833
0.093,12/05/2020 17:39:32.333
0.091,12/05/2020 17:39:32.833
0.097,12/05/2020 17:39:33.333
0.088,12/05/2020 17:39:33.833
0.092,12/05/2020 17:39:34.333
0.100,12/05/2020 17:39:34.833
0.096,12/05/2020 17:39:35.333
0.103,12/05/2020 17:39:35.833
0.094,12/05/2020 17:39:36.333
0.102,12/05/2020 17:39:36.833
0.101,12/05/2020 17:39:37.333
0.098,12/05/2020 17:39:37.833
0.094,12/05/2020 17:39:38.333
0.101,12/05/2020 17:39:38.833
0.093,12/05/2020 17:39:39.333
0.082,12/05/2020 17:39:39.833
0.091,12/05/2020 17:39:40.333
0.089,12/05/2020 17:39:40.833
0.090,12/05/2020 17:39:41.333
0.086,12/05/2020 17:39:41.833
0.083,12/05/2020 17:39:42.333
0.096,12/05/2020 17:39:42.833
0.097,12/05/2020 17:39:43.333
0.099,12/05/2020 17:39:43.833
0.089,12/05/2020 17:39:44.333
0.088,12/05/2020 17:39:44.833
0.098,12/05/2020 17:39:45.333
0.089,12/05/2020 17:39:45.833
0.085,12/05/2020 17:39:46.333
0.087,12/05/2020 17:39:46.833
0.092,12/05/2020 17:39:47.333
0.093,12/05/2020 17:39:47.833
0.073,12/05/2020 17:39:48.333
0.094,12/05/2020 17:39:48.833
0.095,12/05/2020 17:39:49.333
0.090,12/05/2020 17:39:49.833
0.093,12/05/2020 17:39:50.333
0.082,12/05/2020 17:39:50.833
0.094,12/05/2020 17:39:51.333
0.090,12/05/2020 17:39:51.833
0.087,12/05/2020 17:39:52.333
0.101,12/05/2020 17:39:52.833
0.092,12/05/2020 17:39:53.333
