ValoresRms,Tempo
0.086,12/05/2020 18:10:29.481
0.089,12/05/2020 18:10:29.981
0.091,12/05/2020 18:10:30.481
0.080,12/05/2020 18:10:30.981
0.090,12/05/2020 18:10:31.481
0.091,12/05/2020 18:10:31.981
0.093,12/05/2020 18:10:32.481
0.092,12/05/2020 18:10:32.981
0.089,12/05/2020 18:10:33.481
0.097,12/05/2020 18:10:33.981
0.093,12/05/2020 18:10:34.481
0.090,12/05/2020 18:10:34.981
0.090,12/05/2020 18:10:35.481
0.085,12/05/2020 18:10:35.981
0.095,12/05/2020 18:10:36.481
0.094,12/05/2020 18:10:36.981
0.085,12/05/2020 18:10:37.481
0.083,12/05/2020 18:10:37.981
0.094,12/05/2020 18:10:38.481
0.086,12/05/2020 18:10:38.981
0.092,12/05/2020 18:10:39.481
0.089,12/05/2020 18:10:39.981
0.087,12/05/2020 18:10:40.481
0.093,12/05/2020 18:10:40.981
0.102,12/05/2020 18:10:41.481
0.087,12/05/2020 18:10:41.981
0.084,12/05/2020 18:10:42.481
0.093,12/05/2020 18:10:42.981
0.089,12/05/2020 18:10:43.481
0.088,12/05/2020 18:10:43.981
0.090,12/05/2020 18:10:44.481
0.090,12/05/2020 18:10:44.981
0.087,12/05/2020 18:10:45.481
0.088,12/05/2020 18:10:45.981
0.084,12/05/2020 18:10:46.481
0.089,12/05/2020 18:10:46.981
0.089,12/05/2020 18:10:47.481
0.091,12/05/2020 18:10:47.981
0.094,12/05/2020 18:10:48.481
0.091,12/05/2020 18:10:48.981
0.091,12/05/2020 18:10:49.481
0.095,12/05/2020 18:10:49.981
0.081,12/05/2020 18:10:50.481
0.093,12/05/2020 18:10:50.981
0.092,12/05/2020 18:10:51.481
0.096,12/05/2020 18:10:51.981
0.096,12/05/2020 18:10:52.481
0.084,12/05/2020 18:10:52.981
0.091,12/05/2020 18:10:53.481
0.094,12/05/2020 18:10:53.981
0.090,12/05/2020 18:10:54.481
0.072,12/05/2020 18:10:54.981
0.088,12/05/2020 18:10:55.481
0.094,12/05/2020 18:10:55.981
0.091,12/05/2020 18:10:56.481
0.088,12/05/2020 18:10:56.981
0.097,12/05/2020 18:10:57.481
0.092,12/05/2020 18:10:57.981
0.095,12/05/2020 18:10:58.481
0.082,12/05/2020 18:10:58.981
0.098,12/05/2020 18:10:59.481
0.090,12/05/2020 18:10:59.981
0.091,12/05/2020 18:11:00.481
0.092,12/05/2020 18:11:00.981
0.089,12/05/2020 18:11:01.481
0.095,12/05/2020 18:11:01.981
0.064,12/05/2020 18:11:02.481
0.083,12/05/2020 18:11:02.981
0.081,12/05/2020 18:11:03.481
0.090,12/05/2020 18:11:03.981
0.091,12/05/2020 18:11:04.481
0.080,12/05/2020 18:11:04.981
0.089,12/05/2020 18:11:05.481
0.087,12/05/2020 18:11:05.981
0.094,12/05/2020 18:11:06.481
0.093,12/05/2020 18:11:06.981
0.074,12/05/2020 18:11:07.481
0.098,12/05/2020 18:11:07.981
0.084,12/05/2020 18:11:08.481
0.088,12/05/2020 18:11:08.981
