ValoresRms,Tempo
9.822,22/05/2020 17:26:07.695
9.822,22/05/2020 17:26:08.195
9.822,22/05/2020 17:26:08.695
9.822,22/05/2020 17:26:09.195
9.822,22/05/2020 17:26:09.695
9.822,22/05/2020 17:26:10.195
9.822,22/05/2020 17:26:10.695
9.822,22/05/2020 17:26:11.195
9.822,22/05/2020 17:26:11.695
9.822,22/05/2020 17:26:12.195
9.822,22/05/2020 17:26:12.695
9.822,22/05/2020 17:26:13.195
9.822,22/05/2020 17:26:13.695
9.822,22/05/2020 17:26:14.195
9.822,22/05/2020 17:26:14.695
9.822,22/05/2020 17:26:15.195
9.822,22/05/2020 17:26:15.695
9.822,22/05/2020 17:26:16.195
9.822,22/05/2020 17:26:16.695
9.822,22/05/2020 17:26:17.195
9.822,22/05/2020 17:26:17.695
9.822,22/05/2020 17:26:18.195
9.822,22/05/2020 17:26:18.695
9.822,22/05/2020 17:26:19.195
9.822,22/05/2020 17:26:19.695
9.822,22/05/2020 17:26:20.195
9.822,22/05/2020 17:26:20.695
9.822,22/05/2020 17:26:21.195
9.822,22/05/2020 17:26:21.695
9.822,22/05/2020 17:26:22.195
9.822,22/05/2020 17:26:22.695
9.822,22/05/2020 17:26:23.195
9.822,22/05/2020 17:26:23.695
9.822,22/05/2020 17:26:24.195
9.822,22/05/2020 17:26:24.695
9.822,22/05/2020 17:26:25.195
9.822,22/05/2020 17:26:25.695
9.822,22/05/2020 17:26:26.195
9.822,22/05/2020 17:26:26.695
9.822,22/05/2020 17:26:27.195
9.822,22/05/2020 17:26:27.695
9.822,22/05/2020 17:26:28.195
9.822,22/05/2020 17:26:28.695
9.822,22/05/2020 17:26:29.195
9.822,22/05/2020 17:26:29.695
9.822,22/05/2020 17:26:30.195
9.822,22/05/2020 17:26:30.695
9.822,22/05/2020 17:26:31.195
9.822,22/05/2020 17:26:31.695
9.822,22/05/2020 17:26:32.195
9.822,22/05/2020 17:26:32.695
9.822,22/05/2020 17:26:33.195
9.822,22/05/2020 17:26:33.695
9.822,22/05/2020 17:26:34.195
9.822,22/05/2020 17:26:34.695
9.822,22/05/2020 17:26:35.195
9.822,22/05/2020 17:26:35.695
9.822,22/05/2020 17:26:36.195
9.822,22/05/2020 17:26:36.695
9.822,22/05/2020 17:26:37.195
9.822,22/05/2020 17:26:37.695
9.822,22/05/2020 17:26:38.195
9.822,22/05/2020 17:26:38.695
9.822,22/05/2020 17:26:39.195
9.822,22/05/2020 17:26:39.695
9.822,22/05/2020 17:26:40.195
9.822,22/05/2020 17:26:40.695
9.822,22/05/2020 17:26:41.195
9.822,22/05/2020 17:26:41.695
9.822,22/05/2020 17:26:42.195
9.822,22/05/2020 17:26:42.695
9.822,22/05/2020 17:26:43.195
9.822,22/05/2020 17:26:43.695
9.822,22/05/2020 17:26:44.195
9.822,22/05/2020 17:26:44.695
9.822,22/05/2020 17:26:45.195
9.822,22/05/2020 17:26:45.695
