ValoresRms,Tempo
1.0123534549613566,05/05/2020 20:42:43.280
1.534241095233401,05/05/2020 20:42:43.780
1.6941793236867266,05/05/2020 20:42:44.280
1.7555664538755509,05/05/2020 20:42:44.780
1.1587706926645849,05/05/2020 20:42:45.280
1.2706237560169305,05/05/2020 20:42:45.780
1.6697459835090278,05/05/2020 20:42:46.280
1.0034931233961992,05/05/2020 20:42:46.780
1.8362262119958772,05/05/2020 20:42:47.280
1.9954647659598836,05/05/2020 20:42:47.780
1.9830528586071288,05/05/2020 20:42:48.280
1.450847724359058,05/05/2020 20:42:48.780
1.557148659346624,05/05/2020 20:42:49.280
1.8711960717103078,05/05/2020 20:42:49.780
1.3706828386267271,05/05/2020 20:42:50.280
1.034699573885195,05/05/2020 20:42:50.780
1.9794880058232946,05/05/2020 20:42:51.280
1.9404501737370907,05/05/2020 20:42:51.780
1.899253930891887,05/05/2020 20:42:52.280
1.452412271447296,05/05/2020 20:42:52.780
1.1853902703972232,05/05/2020 20:42:53.280
1.5268134829599902,05/05/2020 20:42:53.780
1.3066735338171322,05/05/2020 20:42:54.280
1.106271484162801,05/05/2020 20:42:54.780
1.6175383026477967,05/05/2020 20:42:55.280
1.1788325044171752,05/05/2020 20:42:55.780
1.8791727285318545,05/05/2020 20:42:56.280
1.6674027791275146,05/05/2020 20:42:56.780
1.7215029767697203,05/05/2020 20:42:57.280
1.6511701377364378,05/05/2020 20:42:57.780
1.4640198612508037,05/05/2020 20:42:58.280
1.163582656355993,05/05/2020 20:42:58.780
1.373351437589017,05/05/2020 20:42:59.280
1.5440751632700318,05/05/2020 20:42:59.780
1.5176976709531966,05/05/2020 20:43:00.280
1.717054178485992,05/05/2020 20:43:00.780
1.783534836923677,05/05/2020 20:43:01.280
1.3267825320093851,05/05/2020 20:43:01.780
1.3030338396997905,05/05/2020 20:43:02.280
1.6098874524473357,05/05/2020 20:43:02.780
1.2586434764625143,05/05/2020 20:43:03.280
1.6790617579248557,05/05/2020 20:43:03.780
1.0049472988880317,05/05/2020 20:43:04.280
