ValoresRms,Tempo
0.079,12/05/2020 19:34:02.779
0.095,12/05/2020 19:34:03.279
0.089,12/05/2020 19:34:03.779
0.090,12/05/2020 19:34:04.279
0.093,12/05/2020 19:34:04.779
0.091,12/05/2020 19:34:05.279
0.088,12/05/2020 19:34:05.779
0.090,12/05/2020 19:34:06.279
0.081,12/05/2020 19:34:06.779
0.087,12/05/2020 19:34:07.279
0.088,12/05/2020 19:34:07.779
0.092,12/05/2020 19:34:08.279
0.085,12/05/2020 19:34:08.779
0.090,12/05/2020 19:34:09.279
0.090,12/05/2020 19:34:09.779
0.088,12/05/2020 19:34:10.279
0.087,12/05/2020 19:34:10.779
0.081,12/05/2020 19:34:11.279
0.093,12/05/2020 19:34:11.779
0.091,12/05/2020 19:34:12.279
0.093,12/05/2020 19:34:12.779
0.094,12/05/2020 19:34:13.279
0.094,12/05/2020 19:34:13.779
0.089,12/05/2020 19:34:14.279
0.085,12/05/2020 19:34:14.779
0.084,12/05/2020 19:34:15.279
0.089,12/05/2020 19:34:15.779
0.086,12/05/2020 19:34:16.279
0.095,12/05/2020 19:34:16.779
0.088,12/05/2020 19:34:17.279
0.086,12/05/2020 19:34:17.779
0.096,12/05/2020 19:34:18.279
0.096,12/05/2020 19:34:18.779
0.088,12/05/2020 19:34:19.279
0.084,12/05/2020 19:34:19.779
0.090,12/05/2020 19:34:20.279
0.092,12/05/2020 19:34:20.779
0.088,12/05/2020 19:34:21.279
0.094,12/05/2020 19:34:21.779
0.085,12/05/2020 19:34:22.279
0.091,12/05/2020 19:34:22.779
0.091,12/05/2020 19:34:23.279
0.088,12/05/2020 19:34:23.779
0.085,12/05/2020 19:34:24.279
0.092,12/05/2020 19:34:24.779
0.091,12/05/2020 19:34:25.279
0.087,12/05/2020 19:34:25.779
0.091,12/05/2020 19:34:26.279
0.090,12/05/2020 19:34:26.779
0.087,12/05/2020 19:34:27.279
0.090,12/05/2020 19:34:27.779
0.087,12/05/2020 19:34:28.279
0.089,12/05/2020 19:34:28.779
0.086,12/05/2020 19:34:29.279
0.087,12/05/2020 19:34:29.779
0.089,12/05/2020 19:34:30.279
0.089,12/05/2020 19:34:30.779
0.091,12/05/2020 19:34:31.279
0.092,12/05/2020 19:34:31.779
0.088,12/05/2020 19:34:32.279
0.091,12/05/2020 19:34:32.779
0.093,12/05/2020 19:34:33.279
0.094,12/05/2020 19:34:33.779
0.090,12/05/2020 19:34:34.279
0.094,12/05/2020 19:34:34.779
0.095,12/05/2020 19:34:35.279
0.091,12/05/2020 19:34:35.779
0.095,12/05/2020 19:34:36.279
0.085,12/05/2020 19:34:36.779
0.090,12/05/2020 19:34:37.279
0.091,12/05/2020 19:34:37.779
0.092,12/05/2020 19:34:38.279
0.088,12/05/2020 19:34:38.779
0.091,12/05/2020 19:34:39.279
0.093,12/05/2020 19:34:39.779
0.092,12/05/2020 19:34:40.279
0.090,12/05/2020 19:34:40.779
0.095,12/05/2020 19:34:41.279
0.090,12/05/2020 19:34:41.779
0.089,12/05/2020 19:34:42.279
0.094,12/05/2020 19:34:42.779
0.093,12/05/2020 19:34:43.279
0.093,12/05/2020 19:34:43.779
0.089,12/05/2020 19:34:44.279
0.098,12/05/2020 19:34:44.779
0.083,12/05/2020 19:34:45.279
0.087,12/05/2020 19:34:45.779
0.094,12/05/2020 19:34:46.279
0.087,12/05/2020 19:34:46.779
0.084,12/05/2020 19:34:47.279
0.091,12/05/2020 19:34:47.779
0.093,12/05/2020 19:34:48.279
0.094,12/05/2020 19:34:48.779
0.085,12/05/2020 19:34:49.279
0.087,12/05/2020 19:34:49.779
0.093,12/05/2020 19:34:50.279
0.094,12/05/2020 19:34:50.779
0.093,12/05/2020 19:34:51.279
0.098,12/05/2020 19:34:51.779
0.090,12/05/2020 19:34:52.279
0.093,12/05/2020 19:34:52.779
0.100,12/05/2020 19:34:53.279
0.086,12/05/2020 19:34:53.779
0.095,12/05/2020 19:34:54.279
0.097,12/05/2020 19:34:54.779
0.100,12/05/2020 19:34:55.279
0.096,12/05/2020 19:34:55.779
0.094,12/05/2020 19:34:56.279
0.093,12/05/2020 19:34:56.779
0.090,12/05/2020 19:34:57.279
0.082,12/05/2020 19:34:57.779
0.089,12/05/2020 19:34:58.279
0.096,12/05/2020 19:34:58.779
0.094,12/05/2020 19:34:59.279
0.091,12/05/2020 19:34:59.779
0.093,12/05/2020 19:35:00.279
0.093,12/05/2020 19:35:00.779
0.076,12/05/2020 19:35:01.279
0.091,12/05/2020 19:35:01.779
0.085,12/05/2020 19:35:02.279
0.083,12/05/2020 19:35:02.779
0.093,12/05/2020 19:35:03.279
0.091,12/05/2020 19:35:03.779
0.096,12/05/2020 19:35:04.279
0.088,12/05/2020 19:35:04.779
0.091,12/05/2020 19:35:05.279
0.093,12/05/2020 19:35:05.779
0.080,12/05/2020 19:35:06.279
0.090,12/05/2020 19:35:06.779
0.087,12/05/2020 19:35:07.279
0.090,12/05/2020 19:35:07.779
0.089,12/05/2020 19:35:08.279
0.086,12/05/2020 19:35:08.779
0.089,12/05/2020 19:35:09.279
0.098,12/05/2020 19:35:09.779
0.093,12/05/2020 19:35:10.279
0.092,12/05/2020 19:35:10.779
0.089,12/05/2020 19:35:11.279
0.088,12/05/2020 19:35:11.779
0.092,12/05/2020 19:35:12.279
0.086,12/05/2020 19:35:12.779
0.086,12/05/2020 19:35:13.279
0.090,12/05/2020 19:35:13.779
0.088,12/05/2020 19:35:14.279
0.086,12/05/2020 19:35:14.779
0.081,12/05/2020 19:35:15.279
0.100,12/05/2020 19:35:15.779
0.089,12/05/2020 19:35:16.279
0.088,12/05/2020 19:35:16.779
0.085,12/05/2020 19:35:17.279
0.085,12/05/2020 19:35:17.779
0.091,12/05/2020 19:35:18.279
0.089,12/05/2020 19:35:18.779
0.086,12/05/2020 19:35:19.279
0.091,12/05/2020 19:35:19.779
0.091,12/05/2020 19:35:20.279
0.093,12/05/2020 19:35:20.779
0.092,12/05/2020 19:35:21.279
0.088,12/05/2020 19:35:21.779
0.090,12/05/2020 19:35:22.279
0.087,12/05/2020 19:35:22.779
0.085,12/05/2020 19:35:23.279
0.084,12/05/2020 19:35:23.779
0.094,12/05/2020 19:35:24.279
0.089,12/05/2020 19:35:24.779
0.082,12/05/2020 19:35:25.279
0.094,12/05/2020 19:35:25.779
0.087,12/05/2020 19:35:26.279
0.084,12/05/2020 19:35:26.779
0.090,12/05/2020 19:35:27.279
0.084,12/05/2020 19:35:27.779
0.089,12/05/2020 19:35:28.279
0.090,12/05/2020 19:35:28.779
0.091,12/05/2020 19:35:29.279
0.082,12/05/2020 19:35:29.779
0.089,12/05/2020 19:35:30.279
0.092,12/05/2020 19:35:30.779
0.092,12/05/2020 19:35:31.279
0.088,12/05/2020 19:35:31.779
0.081,12/05/2020 19:35:32.279
0.098,12/05/2020 19:35:32.779
0.092,12/05/2020 19:35:33.279
0.091,12/05/2020 19:35:33.779
0.087,12/05/2020 19:35:34.279
0.092,12/05/2020 19:35:34.779
0.095,12/05/2020 19:35:35.279
0.094,12/05/2020 19:35:35.779
0.088,12/05/2020 19:35:36.279
0.089,12/05/2020 19:35:36.779
0.094,12/05/2020 19:35:37.279
0.082,12/05/2020 19:35:37.779
0.094,12/05/2020 19:35:38.279
0.091,12/05/2020 19:35:38.779
0.090,12/05/2020 19:35:39.279
0.086,12/05/2020 19:35:39.779
0.088,12/05/2020 19:35:40.279
0.082,12/05/2020 19:35:40.779
0.089,12/05/2020 19:35:41.279
0.101,12/05/2020 19:35:41.779
0.101,12/05/2020 19:35:42.279
0.093,12/05/2020 19:35:42.779
0.095,12/05/2020 19:35:43.279
0.092,12/05/2020 19:35:43.779
0.090,12/05/2020 19:35:44.279
0.086,12/05/2020 19:35:44.779
0.089,12/05/2020 19:35:45.279
0.094,12/05/2020 19:35:45.779
0.089,12/05/2020 19:35:46.279
