ValoresRms,Tempo
1.743310090503373,05/05/2020 20:43:06.401
1.038690750389927,05/05/2020 20:43:06.901
1.5572653325337877,05/05/2020 20:43:07.401
1.5381247564635494,05/05/2020 20:43:07.901
1.6791484868456399,05/05/2020 20:43:08.401
1.855561886873174,05/05/2020 20:43:08.901
1.3158471139810155,05/05/2020 20:43:09.401
1.4660902308219357,05/05/2020 20:43:09.901
1.1958219333534883,05/05/2020 20:43:10.401
1.3790506467309298,05/05/2020 20:43:10.901
1.4032233255633144,05/05/2020 20:43:11.401
1.0336506226403834,05/05/2020 20:43:11.901
1.9628278031172675,05/05/2020 20:43:12.401
1.1819862045817864,05/05/2020 20:43:12.901
1.4853386728714888,05/05/2020 20:43:13.401
1.5447366418836175,05/05/2020 20:43:13.901
1.3663880072895747,05/05/2020 20:43:14.401
1.8623108838776186,05/05/2020 20:43:14.901
1.484818888605271,05/05/2020 20:43:15.401
1.428195391124373,05/05/2020 20:43:15.901
1.4396889238804236,05/05/2020 20:43:16.401
1.4070734974684527,05/05/2020 20:43:16.901
1.5768571386109083,05/05/2020 20:43:17.401
1.9931281433411723,05/05/2020 20:43:17.901
1.7719178671900488,05/05/2020 20:43:18.401
1.3942848459666317,05/05/2020 20:43:18.901
1.1566518688402843,05/05/2020 20:43:19.401
1.3983469301671463,05/05/2020 20:43:19.901
1.8021781351223467,05/05/2020 20:43:20.401
1.316674960391458,05/05/2020 20:43:20.901
1.2192264641755384,05/05/2020 20:43:21.401
1.4932428965272724,05/05/2020 20:43:21.901
1.4446474881739129,05/05/2020 20:43:22.401
1.3321974111892114,05/05/2020 20:43:22.901
1.6718604458444961,05/05/2020 20:43:23.401
1.8763181125268376,05/05/2020 20:43:23.901
1.377400802578054,05/05/2020 20:43:24.401
1.9507130836778157,05/05/2020 20:43:24.901
1.9495865255587148,05/05/2020 20:43:25.401
1.4570615676282586,05/05/2020 20:43:25.901
1.3160237880502867,05/05/2020 20:43:26.401
1.601681700099518,05/05/2020 20:43:26.901
